Blood Pressure (systolic),Huyết áp (tâm thu),
Blue,Màu xanh da trời,
BMI,BMI,
BMI: ,BMI:,
Boarding Student,Sinh viên nội trú,
Body,Nội dung,
Body and Closing Text Help,Trợ giúp Nội dung và Kết thúc Văn bản,
Body Part,Bộ phận cơ thể,
Body Part Link,Liên kết phần cơ thể,
Body Parts,Bộ phận cơ thể,
Body Temperature,Thân nhiệt,
Body Text,Bài kiểm tra cơ thể,
Bold,Dũng cảm,
BOM,BOM,
BOM {0} does not belong to Item {1},BOM {0} không thuộc mục {1},
BOM {0} must be active,BOM {0} phải hoạt động,
BOM {0} must be submitted,BOM {0} phải được đệ trình,
BOM 1,BOM 1,
BOM 1 {0} and BOM 2 {1} should not be same,BOM 1 {0} và BOM 2 {1} không được giống nhau,
BOM 2,BOM 2,
BOM and Manufacturing Quantity are required,BOM và số lượng sx được yêu cầu,
BOM Browser,Trình duyệt BOM,
BOM Comparison Tool,Công cụ so sánh BOM,
BOM Detail No,số hiệu BOM chi tiết,
BOM does not contain any stock item,BOM không chứa bất kỳ mẫu hàng tồn kho nào,
BOM Explorer,BOM Explorer,
BOM Explosion Item,BOM Explosion Item,
BOM ID,BOM ID,
BOM Item,Mục BOM,
BOM Item Code,Mã hàng BOM,
BOM No,số hiệu BOM,
BOM No. for a Finished Good Item,số hiệu BOM cho một sản phẩm hoàn thành chất lượng,
BOM Operation,Thao tác BOM,
BOM Operations Time,Thời gian hoạt động của BOM,
BOM Qty,BOM Qty,
BOM Rate,Tỷ giá BOM,
BOM recursion: {0} cannot be child of {1},Đệ quy BOM: {0} không thể là con của {1},
BOM recursion: {0} cannot be parent or child of {1},Đệ quy BOM: {0} không thể là cha hoặc con của {1},
BOM Scrap Item,BOM mẫu hàng phế thải,
BOM Search,Tìm kiếm BOM,
BOM Stock Calculated,Đã tính toán BOM,
BOM Stock Report,Báo cáo hàng tồn kho BOM,
BOM Update Tool,Công cụ cập nhật BOM,
BOM Variance Report,Báo cáo chênh lệch BOM,
BOM Website Item,Mẫu hàng Website BOM,
BOM Website Operation,Hoạt động Website BOM,
Boms,Boms,
Bonus Amount,Số tiền thưởng,
Bonus Payment Date,Ngày thanh toán thưởng,
Bonus Payment Date cannot be a past date,Ngày thanh toán thưởng không thể là ngày qua,
Book,Sách,
Book Appointment,Đặt lịch hẹn,
Book Asset Depreciation Entry Automatically,sách khấu hao tài sản cho bút toán tự động,
Book Deferred Entries Based On,Đặt sách các mục nhập hoãn lại dựa trên,
Book Deferred Entries Via Journal Entry,Đặt mục nhập hoãn lại thông qua mục nhập nhật ký,
Booked,Đã đặt trước,
Booked Fixed Asset,Tài sản cố định đã đặt,
Both,Cả hai,
Both Trial Period Start Date and Trial Period End Date must be set,Cả ngày bắt đầu giai đoạn dùng thử và ngày kết thúc giai đoạn dùng thử phải được đặt,
Both Warehouse must belong to same Company,Cả 2 Kho hàng phải thuộc cùng một công ty,
Bottom,Dưới cùng,
BP: ,BP:,
BR,BR,
Brake Oil,dầu phanh,
Brake Pad,đệm phanh,
Branch,Chi nhánh,
Branch (optional),Chi nhánh (tùy chọn),
Branch Code,Mã chi nhánh,
Brand,Nhãn,
Brand Defaults,Mặc định thương hiệu,
Brand Name,Tên nhãn hàng,
Breakdown,Hỏng,
Broadcasting,Phát thanh truyền hình,
Brokerage,Môi giới,
Browse,duyệt,
Browse BOM,duyệt BOM,
Budget,Ngân sách,
Budget Account,Tài khoản ngân sách,
Budget Accounts,Tài khoản ngân sách,
Budget Against,Ngân sách với,
Budget Amount,Số tiền ngân sách,
"Budget cannot be assigned against {0}, as it's not an Income or Expense account","Ngân sách không thể được chỉ định đối với {0}, vì nó không phải là một tài khoản thu nhập hoặc phí tổn",
Budget cannot be assigned against Group Account {0},Ngân sách không thể được chỉ định đối với tài khoản Nhóm {0},
Budget Detail,Chi tiết Ngân sách,
Budget List,Danh sách ngân sách,
Budget Variance Report,Báo cáo chênh lệch ngân sách,
Budgets,Ngân sách,
Buildings,Các tòa nhà,
Bundle items at time of sale.,Gói mẫu hàng tại thời điểm bán.,
Bundle Qty,Gói số lượng,
Business Development Manager,Giám đốc phát triển kinh doanh,
Buy,Mua,
Buyer of Goods and Services.,Người mua hàng hoá và dịch vụ.,
Buying,Mua hàng,
Buying Amount,Số tiền mua,
"Buying must be checked, if Applicable For is selected as {0}","QUá trình mua bán phải được đánh dấu, nếu ""Được áp dụng cho"" được lựa chọn là  {0}",
Buying Price List,Bảng giá mua,
Buying Rate,Tỷ lệ mua,
Buying Settings,Thiết lập thông số Mua hàng,
by,bởi,
By {0},Bởi {0},
"By default, a new User is created for every new Student. If enabled, no new User will be created when a new Student is created.","Theo mặc định, một Người dùng mới được tạo cho mỗi Học sinh mới. Nếu được bật, sẽ không có Người dùng mới nào được tạo khi Sinh viên mới được tạo.",
"By default, the Customer Name is set as per the Full Name entered. If you want Customers to be named by a ","Theo mặc định, Tên khách hàng được đặt theo Tên đầy đủ đã nhập. Nếu bạn muốn Khách hàng được đặt tên bởi",
"By default, the Item Name is set as per the Item Code entered. If you want Items to be named by a ","Theo mặc định, Tên mặt hàng được đặt theo Mã mặt hàng đã nhập. Nếu bạn muốn Các mục được đặt tên bởi",
"By default, the Supplier Name is set as per the Supplier Name entered. If you want Suppliers to be named by a  ","Theo mặc định, Tên Nhà cung cấp được đặt theo Tên Nhà cung cấp đã nhập. Nếu bạn muốn Nhà cung cấp được đặt tên bởi",
Bypass credit check at Sales Order ,Kiểm tra tín dụng Bypass tại Đặt hàng Bán hàng,
Bypass Credit Limit Check at Sales Order,Kiểm tra giới hạn tín dụng Bypass tại Lệnh bán hàng,
Byproducts,Sản phẩm phụ,
C-Form,C-Form,
C-Form Applicable,C - Mẫu áp dụng,
C-Form Invoice Detail,C-Form hóa đơn chi tiết,
C-form is not applicable for Invoice: {0},C-Form không được áp dụng cho hóa đơn: {0},
C-Form No,C-Form số,
C-Form records,C - Bản ghi mẫu,
CA,CA,
Ca/(K+Ca+Mg),Ca / (K + Ca + Mg),
Ca/K,Ca / K,
Ca/Mg,Ca / Mg,
Calculate Based On,Tính toán dựa trên,
Calculate Depreciation,Tính khấu hao,
Calculate Estimated Arrival Times,Tính thời gian đến dự kiến,
Calculate Payroll Working Days Based On,Tính toán ngày làm việc trả lương dựa trên,
Calculated Bank Statement balance,Số dư trên bảng kê Ngân hàng tính ra,
Calculated in days,Tính theo ngày,
Calculations,Tính toán,
Calendar Event,Lịch sự kiện,
Calibration,Hiệu chuẩn,
Call Connected,Cuộc gọi được kết nối,
Call Details,Chi tiết cuộc gọi,
Call Disconnected,Cuộc gọi bị ngắt kết nối,
Call Duration in seconds,Thời lượng cuộc gọi tính bằng giây,
Call Log,Nhật ký cuộc gọi,
Call Missed,Cuộc gọi nhỡ,
Call Summary,Tóm tắt cuộc gọi,
Call Summary Saved,Tóm tắt cuộc gọi đã lưu,
Caller Information,Thông tin người gọi,
Calls,Các cuộc gọi,
Campaign,Chiến dịch,
Campaign Efficiency,Hiệu quả Chiến dịch,
Campaign Email Schedule,Lịch trình email chiến dịch,
Campaign Name,Tên chiến dịch,
Campaign Naming By,Đặt tên chiến dịch theo,
Campaign Schedules,Lịch chiến dịch,
Can be approved by {0},Có thể được duyệt bởi {0},
"Can not filter based on Account, if grouped by Account","Không thể lọc dựa trên tài khoản, nếu nhóm theo tài khoản",
"Can not filter based on Cashier, if grouped by Cashier","Không thể lọc dựa trên Thu ngân, nếu được nhóm theo Thu ngân",
"Can not filter based on Customer, if grouped by Customer","Không thể lọc dựa trên Khách hàng, nếu được nhóm theo Khách hàng",
"Can not filter based on Payment Method, if grouped by Payment Method","Không thể lọc dựa trên Phương thức thanh toán, nếu được nhóm theo Phương thức thanh toán",
"Can not filter based on POS Profile, if grouped by POS Profile","Không thể lọc dựa trên Hồ sơ POS, nếu được nhóm theo Hồ sơ POS",
"Can not filter based on Voucher No, if grouped by Voucher","Không thể lọc dựa trên số hiệu Voucher, nếu nhóm theo Voucher",
"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}","Không thể đánh dấu Bản ghi nội bộ bị xả, có Hóa đơn chưa được lập hoá đơn {0}",
Can only make payment against unbilled {0},Chỉ có thể thực hiện thanh toán cho các phiếu chưa thanh toán {0},
Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',
"Can't change valuation method, as there are transactions against some items which does not have it's own valuation method",Không thể thay đổi phương pháp định giá vì có các giao dịch đối với một số mặt hàng không có phương pháp định giá riêng,
Can't create standard criteria. Please rename the criteria,Không thể tạo tiêu chuẩn chuẩn. Vui lòng đổi tên tiêu chí,
Cancel,Hủy bỏ,
Cancel At End Of Period,Hủy vào cuối kỳ,
Cancel Material Visit {0} before cancelling this Warranty Claim,Cancel Material Visit {0} before cancelling this Warranty Claim,
Cancel Material Visits {0} before cancelling this Maintenance Visit,Hủy bỏ {0} thăm Vật liệu trước khi hủy bỏ bảo trì đăng nhập này,
Cancel Subscription,Hủy đăng ký,
Cancel Subscription After Grace Period,Hủy đăng ký sau thời gian gia hạn,
Cancel the journal entry {0} first,Hủy mục nhập nhật ký {0} trước,
Cancelation Date,Ngày hủy,
Canceled,Hủy bỏ,
Cancelled,Hủy bỏ,
Cancelled,Đã hủy,"docstatus,=,2"
Cannot {0} {1} {2} without any negative outstanding invoice,Không thể {0} {1} {2} không có bất kỳ hóa đơn xuất sắc tiêu cực,
Cannot allocate more than {0} against payment term {1},Không thể phân bổ nhiều hơn {0} so với thời hạn thanh toán {1},
Cannot be a fixed asset item as Stock Ledger is created.,Không thể là một mục tài sản cố định như Led Ledger được tạo ra.,
cannot be greater than 100,không có thể lớn hơn 100,
Cannot Calculate Arrival Time as Driver Address is Missing.,Không thể tính thời gian đến khi địa chỉ tài xế bị thiếu.,
Cannot cancel {0} {1} because Serial No {2} does not belong to the warehouse {3},Không thể hủy {0} {1} vì Serial No {2} không thuộc về nhà kho {3},
Cannot cancel because submitted Stock Entry {0} exists,Không thể hủy bỏ vì chứng từ hàng tôn kho gửi duyệt{0} đã  tồn tại,
Cannot cancel this document as it is linked with submitted asset {0}. Please cancel it to continue.,Không thể hủy tài liệu này vì nó được liên kết với nội dung đã gửi {0}. Vui lòng hủy nó để tiếp tục.,
Cannot cancel transaction for Completed Work Order.,Không thể hủy giao dịch cho Đơn đặt hàng công việc đã hoàn thành.,
Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item,Không thể thay đổi Thuộc tính sau khi giao dịch chứng khoán. Tạo một khoản mới và chuyển cổ phiếu sang Mục mới,
"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.","Không thể thay đổi tiền tệ mặc định của công ty, bởi vì có giao dịch hiện có. Giao dịch phải được hủy bỏ để thay đổi tiền tệ mặc định.",
Cannot change Fiscal Year Start Date and Fiscal Year End Date once the Fiscal Year is saved.,Không thể thay đổi ngày bắt đầu năm tài chính  và ngày kết thúc năm tài chính khi năm tài chính đã được lưu.,
Cannot change Service Stop Date for item in row {0},Không thể thay đổi Ngày dừng dịch vụ cho mục trong hàng {0},
Cannot change status as student {0} is linked with student application {1},Không thể thay đổi tình trạng như sinh viên {0} được liên kết với các ứng dụng sinh viên {1},
Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,Không thể thay đổi các thuộc tính Biến thể sau giao dịch chứng khoán. Bạn sẽ phải tạo một Item mới để làm điều này.,
Cannot complete task {0} as its dependant task {1} are not ccompleted / cancelled.,Không thể hoàn thành tác vụ {0} vì tác vụ phụ thuộc của nó {1} không được hoàn thành / hủy bỏ.,
Cannot convert Cost Center to ledger as it has child nodes,Không thể chuyển đổi Chi phí bộ phận sổ cái vì nó có các nút con,
Cannot covert to Group because Account Type is selected.,Không thể bí mật với đoàn vì Loại tài khoản được chọn.,
Cannot create a Delivery Trip from Draft documents.,Không thể tạo Phiếu giao hàng từ Tài liệu nháp.,
Cannot create loan until application is approved,Không thể tạo khoản vay cho đến khi đơn được chấp thuận,
Cannot create Retention Bonus for left Employees,Không thể tạo Tiền thưởng giữ chân cho Nhân viên còn lại,
Cannot deactivate or cancel BOM as it is linked with other BOMs,Không thể tắt hoặc hủy bỏ BOM như nó được liên kết với BOMs khác,
"Cannot declare as lost, because Quotation has been made.","Không thể khai báo mất, bởi vì báo giá đã được thực hiện.",
Cannot deduct when category is for 'Valuation' or 'Valuation and Total',Không thể khấu trừ khi loại là 'định giá' hoặc 'Định giá và Total',
Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',không thể trừ khi mục là cho &#39;định giá&#39; hoặc &#39;Vaulation và Total&#39;,
"Cannot delete Serial No {0}, as it is used in stock transactions","Không thể xóa số Seri {0}, vì nó được sử dụng trong các giao dịch hàng tồn kho",
Cannot deliver Serial No {0} of item {1} as it is reserved to fullfill Sales Order {2},Không thể gửi Serial No {0} của mặt hàng {1} vì nó được dành riêng để điền đầy đủ Đơn đặt hàng bán hàng {2},
Cannot enable Distributed Cost Center for a Cost Center already allocated in another Distributed Cost Center,Không thể bật Trung tâm chi phí phân tán cho Trung tâm chi phí đã được phân bổ trong Trung tâm chi phí phân tán khác,
Cannot enroll more than {0} students for this student group.,Không thể ghi danh hơn {0} sinh viên cho nhóm sinh viên này.,
Cannot ensure delivery by Serial No as Item {0} is added with and without Ensure Delivery by Serial No.,Không thể đảm bảo giao hàng theo Số sê-ri vì Mục {0} được thêm vào và không có Đảm bảo giao hàng theo số sê-ri.,
Cannot find {} for item {}. Please set the same in Item Master or Stock Settings.,Không thể tìm thấy {} cho mục {}. Vui lòng thiết lập tương tự trong Cài đặt Mục chính hoặc Cổ phiếu.,
Cannot find a matching Item. Please select some other value for {0}.,Không thể tìm thấy một kết hợp Item. Hãy chọn một vài giá trị khác cho {0}.,
Cannot find active Leave Period,Không thể tìm thấy Khoảng thời gian rời khỏi hoạt động,
Cannot find Item with this Barcode,Không thể tìm thấy Mặt hàng có Mã vạch này,
Cannot mark attendance for future dates.,Không thể đánh dấu sự tham dự cho các ngày trong tương lai.,
Cannot Optimize Route as Driver Address is Missing.,Không thể tối ưu hóa tuyến đường vì địa chỉ tài xế bị thiếu.,
"Cannot overbill for Item {0} in row {1} more than {2}. To allow over-billing, please set allowance in Accounts Settings","Không thể ghi đè cho Mục {0} trong hàng {1} nhiều hơn {2}. Để cho phép thanh toán vượt mức, vui lòng đặt trợ cấp trong Cài đặt tài khoản",
Cannot produce more Item {0} than Sales Order quantity {1},Không thể sản xuất {0} nhiều hơn số lượng trên đơn đặt hàng {1},
Cannot promote Employee with status Left,Không thể quảng bá Nhân viên có trạng thái Trái,
Cannot refer row number greater than or equal to current row number for this Charge type,Không có thể tham khảo số lượng hàng lớn hơn hoặc bằng số lượng hàng hiện tại cho loại phí này,
Cannot Relieve Employee,Không thể cứu trợ nhân viên,
Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,Không có thể chọn loại phí như 'Mở hàng trước Số tiền' hoặc 'On Trước Row Tổng số' cho hàng đầu tiên,
Cannot set as Lost as Sales Order is made.,"Không thể thiết lập là ""thất bại"" vì đơn đặt hàng đã được tạo",
Cannot set authorization on basis of Discount for {0},Không thể thiết lập ủy quyền trên cơ sở giảm giá cho {0},
Cannot set multiple Item Defaults for a company.,Không thể đặt nhiều Giá trị Mặc định cho một công ty.,
Cannot set quantity less than delivered quantity,Không thể đặt số lượng ít hơn số lượng giao,
Cannot set quantity less than received quantity,Không thể đặt số lượng ít hơn số lượng nhận được,
Cannot set the field <b>{0}</b> for copying in variants,Không thể đặt trường <b>{0}</b> để sao chép trong các biến thể,
"Cannot Submit, Employees left to mark attendance","Không thể gửi, nhân viên còn lại để đánh dấu tham dự",
Cannot transfer Employee with status Left,Không thể chuyển nhân viên có trạng thái sang trái,
Capacity,Sức chứa,
Capacity Planning,Kế hoạch công suất,
"Capacity Planning Error, planned start time can not be same as end time","Lỗi lập kế hoạch năng lực, thời gian bắt đầu dự kiến không thể giống như thời gian kết thúc",
Capacity Planning For (Days),Năng lực Kế hoạch Đối với (Ngày),
Capital Equipments,Thiết bị vốn,
Capital Stock,Tồn kho ban đầu,
Capital Work in Progress,Vốn đang tiến hành,
Capital Work In Progress Account,Tài khoản tiến độ công việc,
Cards,thẻ,
Carry Forward,Carry Forward,
Carry Forwarded Leaves,Mang lá chuyển tiếp,
Cart,Giỏ hàng,
Cart is Empty,Giỏ hàng rỗng,
Case No(s) already in use. Try from Case No {0},Không trường hợp (s) đã được sử dụng. Cố gắng từ Trường hợp thứ {0},
Cash,Tiền mặt,
Cash Account will used for Sales Invoice creation,Tài khoản tiền mặt sẽ được sử dụng để tạo hóa đơn bán hàng,
Cash Entry,Cash nhập,
Cash Flow,Dòng tiền,
Cash Flow from Financing,Lưu chuyển tiền tệ từ tài chính,
Cash Flow from Investing,Lưu chuyển tiền tệ từ đầu tư,
Cash Flow from Operations,Lưu chuyển tiền tệ từ hoạt động,
Cash Flow Mapper,Lập bản đồ dòng tiền,
Cash Flow Mapping,Lập bản đồ tiền mặt,
Cash Flow Mapping Accounts,Tài khoản lập bản đồ dòng tiền,
Cash Flow Mapping Template,Mẫu Bản đồ Lưu chuyển tiền tệ,
Cash Flow Mapping Template Details,Chi tiết Mẫu Bản đồ Tiền mặt,
Cash Flow Statement,Báo cáo lưu chuyển tiền mặt,
Cash In Hand,Tiền mặt trong tay,
Cash or Bank Account is mandatory for making payment entry,Tiền mặt hoặc tài khoản ngân hàng là bắt buộc đối với việc nhập cảnh thanh toán,
Cash/Bank Account,Tài khoản tiền mặt / Ngân hàng,
Cashier,Thu ngân,
Cashier Closing,Đóng thủ quỹ,
Cashier Closing Payments,Thủ quỹ đóng khoản thanh toán,
Casual Leave,Nghỉ phép năm,
Catch All,Bắt hết,
Categories,Thể loại,
Category,thể loại,
Category Name,Category Name,
Category-wise Asset Value,Giá trị tài sản khôn ngoan theo danh mục,
Caution,Cảnh cáo,
CC To,CC Tới,
Cellphone Number,Số điện thoại di động,
Center,Trung tâm,
Central Tax,Thuế trung ương,
CEO,CEO,
Certificate,Chứng chỉ,
Certificate Details,Chi tiết chứng chỉ,
Certificate Limit,Giới hạn chứng chỉ,
Certificate No,Chứng chỉ số,
Certificate Required,Yêu cầu Giấy chứng nhận,
Certification,Chứng nhận,
Certification Application,Ứng dụng chứng nhận,
Certification Status,Trạng thái chứng nhận,
Certification Validity,Hiệu lực chứng nhận,
Certified,Được chứng nhận,
Certified Consultant,Tư vấn được chứng nhận,
Cess,Tạm dừng,
CESS Account,Tài khoản CESS,
CESS Amount,Số tiền CESS,
CGST Account,Tài khoản CGST,
CGST Amount,Số tiền CGST,
Chandigarh,Chandigarh,
Change,Thay đổi,
Change Abbreviation,Thay đổi Tên viết tắt,
Change Amount,thay đổi Số tiền,
Change In Item,Đổi hàng,
Change in Item,Thay đổi trong mục,
Change Item Code,Thay đổi mã mặt hàng,
Change Release Date,Thay đổi ngày phát hành,
Change Template Code,Thay đổi mã mẫu,
Change the account type to Receivable or select a different account.,Thay đổi loại tài khoản thành Phải thu hoặc chọn một tài khoản khác.,
Change the starting / current sequence number of an existing series.,Thay đổi bắt đầu / hiện số thứ tự của một loạt hiện có.,
Change this date manually to setup the next synchronization start date,Thay đổi ngày này theo cách thủ công để thiết lập ngày bắt đầu đồng bộ hóa tiếp theo,
Changes in {0},Thay đổi trong {0},
Changing Customer Group for the selected Customer is not allowed.,Thay đổi nhóm khách hàng cho khách hàng đã chọn không được phép.,
Channel Partner,Đối tác,
Chapter,Chương,
Chapter Head,Trưởng chương,
Chapter information.,Thông tin về chương.,
Chapter Member,Thành viên của Chương,
Chapter Members,Thành viên của Chương,
chapters/chapter_name\nleave blank automatically set after saving chapter.,chương / chapter_name để trống tự động thiết lập sau khi lưu chương.,
Charge of type 'Actual' in row {0} cannot be included in Item Rate,Phí của loại 'thực tế' {0} hàng không có thể được bao gồm trong mục Rate,
Chargeable,Buộc tội,
Chargeble,Bộ sạc,
Charges,Phí,
Charges are updated in Purchase Receipt against each item,Cước phí được cập nhật trên Phiếu nhận hàng gắn với từng vật tư,
Charges Incurred,Khoản phí phát sinh,
"Charges will be distributed proportionately based on item qty or amount, as per your selection","Phí sẽ được phân phối không cân xứng dựa trên mục qty hoặc số tiền, theo lựa chọn của bạn",
Chart,Đồ thị,
Chart of Accounts,Hệ thống tài khoản,
Chart of Accounts Importer,Biểu đồ của nhà nhập tài khoản,
Chart Of Accounts Template,Mẫu hệ thống tài khoản,
Chart of Cost Centers,Biểu đồ Bộ phận chi phí,
Chart Preview,Xem trước biểu đồ,
Chart Tree,Cây biểu đồ,
Charts Based On,Biểu đồ dựa trên,
Chassis No,chassis Không,
Chat,Trò chuyện,
Check all,Kiểm tra tất cả,
Check Availability,Sẵn sàng kiểm tra,
Check if Asset requires Preventive Maintenance or Calibration,Kiểm tra xem tài sản có yêu cầu Bảo dưỡng Ngăn ngừa hoặc Hiệu chuẩn,
Check if it is a hydroponic unit,Kiểm tra nếu nó là một đơn vị hydroponic,
Check if material transfer entry is not required,Kiểm tra xem mục nhập chuyển nhượng vật liệu không bắt buộc,
Check In,Đăng ký vào,
Check in (group),Kiểm tra trong (nhóm),
Check Out,Kiểm tra,
Check Supplier Invoice Number Uniqueness,Kiểm tra nhà cung cấp hóa đơn Số độc đáo,
Check this if the Clinical Procedure is billable and also set the rate.,Kiểm tra điều này nếu Quy trình lâm sàng có thể lập hóa đơn và cũng đặt mức phí.,
Check this if the Clinical Procedure utilises consumables. Click ,Kiểm tra điều này nếu Quy trình lâm sàng sử dụng vật tư tiêu hao. Nhấp chuột,
Check this if the Student is residing at the Institute's Hostel.,Kiểm tra điều này nếu Sinh viên đang cư trú tại Nhà nghỉ của Viện.,
Check this if you want the Name and Designation of the Employee associated with the User who submits the document to be printed in the Lab Test Report.,Đánh dấu vào mục này nếu bạn muốn Tên và Chức vụ của Nhân viên được liên kết với Người dùng gửi tài liệu được in trong Báo cáo Kiểm tra Phòng thí nghiệm.,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,Kiểm tra này nếu bạn muốn ép buộc người dùng lựa chọn một loạt trước khi lưu. Sẽ không có mặc định nếu bạn kiểm tra này.,
Check this if you want to show in website,Kiểm tra này nếu bạn muốn hiển thị trong trang web,
Check this to disallow fractions. (for Nos),Kiểm tra này để không cho phép các phần phân đoạn. (Cho Nos),
Check this to enable a scheduled Daily synchronization routine via scheduler,Kiểm tra điều này để bật lịch trình đồng bộ hóa hàng ngày theo lịch thông qua bộ lập lịch,
Check this to mark the student as present in case the student is not attending the institute to participate or represent the institute in any event.\n\n,Đánh dấu vào mục này để đánh dấu sinh viên có mặt trong trường hợp sinh viên không đến học viện để tham gia hoặc đại diện cho viện trong bất kỳ sự kiện nào.,
Check Vacancies On Job Offer Creation,Kiểm tra vị trí tuyển dụng khi tạo việc làm,
Check-in Date,Ngày nhận phòng,
Check-in time cannot be greater than the current time,Thời gian nhận phòng không được lớn hơn thời gian hiện tại,
Check-out Date,Ngày trả phòng,
Checking this will automatically create a Sales Invoice whenever an appointment is booked for a Patient.,Đánh dấu vào mục này sẽ tự động tạo Hóa đơn bán hàng bất cứ khi nào đặt lịch hẹn cho Bệnh nhân.,
Checking this will create a Sample Collection document  every time you create a Lab Test,Đánh dấu vào mục này sẽ tạo tài liệu Bộ sưu tập mẫu mỗi khi bạn tạo Kiểm tra trong phòng thí nghiệm,
Checking this will create Lab Test(s) specified in the Sales Invoice on submission.,Việc kiểm tra này sẽ tạo (các) Thử nghiệm Phòng thí nghiệm được chỉ định trong Hóa đơn bán hàng khi gửi.,
Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.,Việc kiểm tra này sẽ tạo Bệnh nhân mới có trạng thái Khuyết tật theo mặc định và chỉ được bật sau khi lập hóa đơn Phí đăng ký.,
Checking this will restrict printing and emailing of Lab Test documents unless they have the status as Approved.,Việc kiểm tra này sẽ hạn chế việc in và gửi qua email các tài liệu Lab Test trừ khi chúng có trạng thái là Đã phê duyệt.,
Checkout,Kiểm tra,
Checkout Order / Submit Order / New Order,Kiểm tra đơn đặt hàng / Gửi đơn đặt hàng / Đơn đặt hàng mới,
Checkout Settings,Thiết lập Checkout,
Chemical,Mối nguy hóa học,
Cheque,Séc,
Cheque Date,Séc ngày,
Cheque Height,Chiều cao Séc,
Cheque Number,Số séc,
Cheque Print Template,Mẫu In Séc,
Cheque Size,Kích Séc,
Cheque Width,Chiều rộng Séc,
Cheque/Reference Date,Séc / Ngày tham chiếu,
Cheque/Reference No,Séc / Reference No,
Cheques and Deposits incorrectly cleared,Chi phiếu và tiền gửi không đúng xóa,
Cheques Required,Cần kiểm tra,
Chhattisgarh,Chhattisgarh,
Chief Complaint,Khiếu nại giám đốc,
Child Docname,Tên trẻ em,
Child nodes can be only created under 'Group' type nodes,nút con chỉ có thể được tạo ra dưới &#39;Nhóm&#39; nút loại,
Child Task exists for this Task. You can not delete this Task.,Child Task tồn tại cho tác vụ này. Bạn không thể xóa Tác vụ này.,
Child warehouse exists for this warehouse. You can not delete this warehouse.,kho con tồn tại cho nhà kho này. Bạn không thể xóa nhà kho này.,
Choose a corresponding payment,Chọn một khoản thanh toán tương ứng,
Choose between FIFO and Moving Average Valuation Methods. Click ,Chọn giữa FIFO và Phương pháp Định giá Trung bình Động. Nhấp chuột,
Circular Reference Error,Thông tư tham khảo Lỗi,
City,Thành phố,
City/Town,Thành phố/Thị xã,
Claim Benefit For,Yêu cầu quyền lợi cho,
Claim Date,Ngày yêu cầu,
Claimed,Đã yêu cầu,
Claimed Amount,Số Tiền Yêu Cầu,
Class / Percentage,Lớp / Tỷ lệ phần trăm,
Classification of Customers by region,Phân loại khách hàng theo vùng,
Clauses and Conditions,Điều khoản và điều kiện,
Clay,Đất sét,
Clay Composition (%),Thành phần Sét (%),
Clay Loam,Clay Loam,
Clear,Xóa,
Clear filters,Xóa bộ lọc,
Clear Table,Rõ ràng bảng,
Clear values,Xóa giá trị,
Clearance Date,Ngày chốt sổ,
Clearance Date not mentioned,Ngày chốt sổ không được đề cập,
Clearance Date updated,Clearance Ngày cập nhật,
Click Enter To Add,Nhấp Enter để Thêm,
Click on Import Invoices button once the zip file has been attached to the document. Any errors related to processing will be shown in the Error Log.,Nhấp vào nút Nhập hóa đơn sau khi tệp zip đã được đính kèm vào tài liệu. Bất kỳ lỗi nào liên quan đến xử lý sẽ được hiển thị trong Nhật ký lỗi.,
Click on the link below to verify your email and confirm the appointment,Nhấp vào liên kết dưới đây để xác minh email của bạn và xác nhận cuộc hẹn,
Click this button to pull your Sales Order data from Amazon MWS.,Nhấp vào nút này để lấy dữ liệu Đơn đặt hàng của bạn từ MWS của Amazon.,
Client,Khách hàng,
Client ID,Tài khoản khách hàng,
Client Secret,BÍ mật khách hàng,
Clinical Procedure,Thủ tục lâm sàng,
Clinical Procedure ({0}):,Quy trình Lâm sàng ({0}):,
Clinical Procedure conducted: ,Quy trình lâm sàng được tiến hành:,
Clinical Procedure Consumable Item,Thủ tục lâm sàng,
Clinical Procedure Item,Mục thủ tục lâm sàng,
Clinical Procedure Rate,Tỷ lệ thủ tục lâm sàng,
Clinical Procedure Template,Mẫu quy trình lâm sàng,
Clinical Procedures,Quy trình lâm sàng,
Close,Đóng,
Close Balance Sheet and book Profit or Loss.,Gần Cân đối kế toán và lợi nhuận cuốn sách hay mất.,
Close Issue After Days,Đóng Issue Sau ngày,
Close Loan,Đóng khoản vay,
Close Opportunity After Days,Đóng Opportunity Sau ngày,
Close the POS,Đóng POS,
Closed,Đã đóng,
Closed Document,Tài liệu đã đóng,
Closed Documents,Tài liệu đã đóng,
